Trade Id,Trade Type,Product Type,Book Legal Entity,Book,CounterParty,CounterParty.Parent Short Name,CounterParty.Attribute.Guarantor,CounterParty.Attribute.EADS_Sector,Pay Leg Principal,Pay Leg Principal Ccy,Rcv Leg Principal,Rcv Leg Principal Ccy,Trade Booking Date,Trade Settle Date,Maturity Date,Pay Leg Type,Rcv Leg Type,Pay Leg Fixed Rate,Pay Leg Floating Rate,Pay Leg DayCount,Rate Index,Rate Index Tenor,Rcv Leg Floating Rate,Rcv Leg Fixed Rate,Rcv Leg DayCount,Rate Index Spread,Pricer.ACCRUAL_PAYLEG,Pricer.ACCRUAL_RECLEG,TradeStatus,Pricer.NPV,Pay Leg Compound Type,Pay Leg Index Frequency,Pay Leg Payment Bus Day Calendar,Pay Leg Payment Bus Day Convention,Pay Leg Payment Frequency,Prin Sched Type,Rcv Leg Compound Type,Rcv Leg Fixing Convention,Rcv Leg Payment Bus Day Calendar,Rcv Leg Payment Bus Day Convention,Rcv Leg Payment Frequency
2439508,Buy,Swap,EADSNV,NV_MICRO,1755,BU_HQ,EADSNV,,"8,000,000",USD,"8,000,000",USD,26/11/2019,29/11/2019,15/10/2025,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,1.545000,ACT/360,0.000000,"(1,936.75)","12,401.20",VERIFIED,338.08,NO_COMPOUND,3M,[NYC],MOD_FOLLOW,QTR,Schedule,NO_COMPOUND,Bus,[NYC],MOD_FOLLOW,QTR
2464430,Buy,Swap,EADSNV,NV_MICRO,1755,BU_HQ,EADSNV,,"8,000,000",USD,"8,000,000",USD,18/12/2019,19/12/2019,15/10/2025,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,1.675000,ACT/360,0.000000,"(1,973.77)","13,824.80",VERIFIED,"29,572.36",NO_COMPOUND,3M,"[MUC, TARGET]",MOD_FOLLOW,QTR,Schedule,NO_COMPOUND,Bus,"[MUC, TARGET]",MOD_FOLLOW,QTR
2372484,Buy,Swap,EADSNV,NV_LIABEXT,BOFA_FR_PAR,BOFA_US_NYC,BOFA_US_NYC,,"100,000,000",USD,"100,000,000",USD,21/11/2017,22/11/2017,10/10/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.330000,30/360,0.000000,"(32,123.61)","912,583.33",VERIFIED,"4,198,539.13",NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
2307943,Sell,Swap,1755,1755_BOOK,EADSNV,BU_HQ,EADSNV,,"25,000,000",EUR,"25,000,000",EUR,04/07/2019,08/07/2019,10/07/2023,Fixed,Float,-0.338000,,ACT/ACT,EURIBOR,6M,EUR/EURIBOR/6M/EURIBOR01,,ACT/360,0.000000,"54,172.60","(18,541.67)",VERIFIED,"77,149.68",NO_COMPOUND,,"[MUC, TARGET]",FOLLOWING,PA,Bullet,NO_COMPOUND,Bus,"[MUC, TARGET]",FOLLOWING,SA
2307932,Buy,Swap,EADSNV,NV_MICRO,1755,BU_HQ,EADSNV,,"5,000,000",EUR,"5,000,000",EUR,04/07/2019,08/07/2019,08/07/2025,Float,Fixed,,EUR/EURIBOR/6M/EURIBOR01,ACT/360,EURIBOR,6M,,-0.214000,ACT/ACT,0.000000,"3,856.67","(6,918.36)",VERIFIED,"(67,948.03)",NO_COMPOUND,6M,"[MUC, TARGET]",FOLLOWING,SA,Bullet,NO_COMPOUND,Bus,"[MUC, TARGET]",FOLLOWING,PA
2264290,Sell,Swap,1755,1755_BOOK,EADSNV,BU_HQ,EADSNV,,"8,000,000",USD,"8,000,000",USD,13/06/2019,17/06/2019,17/06/2025,Fixed,Float,1.860000,,ACT/360,LIBOR,3M,USD/LIBOR/3M/LIBOR01,,ACT/360,0.000000,"(25,234.00)","2,925.38",VERIFIED,"(71,286.28)",NO_COMPOUND,,"[MUC, TARGET]",MOD_FOLLOW,QTR,Schedule,NO_COMPOUND,Bus,"[MUC, TARGET]",MOD_FOLLOW,QTR
1391432,Buy,Swap,EADSNV,NV_LIABEXT,GENO_DE_FRA,,GENO_DE_FRA,BANKS,"100,000,000",EUR,"100,000,000",EUR,12/05/2016,13/05/2016,13/05/2026,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.390000,ACTB/ACTB,0.000000,"22,000.00","312,000.00",VERIFIED,"848,761.13",NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
2206107,Buy,Swap,EADSNV,NV_MICRO,1755,BU_HQ,EADSNV,,"16,840,000",USD,"16,840,000",USD,13/05/2019,31/05/2019,09/05/2025,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.230000,ACT/360,0.000000,(194.93),855.95,VERIFIED,"255,823.71",NO_COMPOUND,3M,"[MUC, TARGET]",MOD_FOLLOW,QTR,Schedule,NO_COMPOUND,Bus,"[MUC, TARGET]",MOD_FOLLOW,QTR
2231105,Sell,Swap,1755,1755_BOOK,EADSNV,BU_HQ,EADSNV,,"16,840,000",USD,"16,840,000",USD,13/05/2019,31/05/2019,09/05/2025,Fixed,Float,2.230000,,ACT/360,LIBOR,3M,USD/LIBOR/3M/LIBOR01,,ACT/360,0.000000,(855.95),194.93,VERIFIED,"(255,823.71)",NO_COMPOUND,,"[MUC, TARGET]",MOD_FOLLOW,QTR,Schedule,NO_COMPOUND,Bus,"[MUC, TARGET]",MOD_FOLLOW,QTR
1388150,Buy,Swap,EADSNV,NV_LIABEXT,HYVE_DE_MUC,,HYVE_DE_MUC,BANKS,"100,000,000",EUR,"100,000,000",EUR,10/05/2016,13/05/2016,13/05/2031,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.700000,ACTB/ACTB,0.000000,"22,000.00","560,000.00",VERIFIED,"1,254,628.87",NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
