TradeStatus,Trade Id,Product Type,Put/Call,Buy/Sell,Prim Cur,Sec Cur,Prim Amt,Sec Amt,FX Spot Rate,FXFwdRate,Trade Booking Date,Trade Settle Date,Maturity Date,FX Prim Amount,FX Sec Amount,FX Near AllIn Rate,FX Far Sec Amount,FX Far Prim Amount,FX Far AllIn Rate,Maturity Year,Book Legal Entity,Book,TRADE_KEYWORD.EADS_STRATEGY,CounterParty,CounterParty.Attribute.EADS_Sector,CounterParty.Parent Short Name,CounterParty.Attribute.Guarantor,TRADE_KEYWORD.EADS_EXPOSURE,Pricer.NPV,Premium Amount,Premium Currency,Premium Date,Strike,Barrier.Down Rate,Barrier.Up Rate,Market Rate,TRADE_KEYWORD.EADS_MDRT_REF,Mirror Book,Mirror Trade Id,ClientPricer.FWD_DELTA,ClientPricer.INTRINSIC_VALUE
VERIFIED,3389230,FXForward,,Buy,EUR,JPY,789908.16,-102352018.00,129.31,129.57,18/11/2021,10/12/2025,10/12/2025,789908.16,-102352018.00,129.57,,,,25,EADSNV,NV_MICRO,PBL,BARC_IE_DUB,BANKS,BARC_GB_LON,BARC_IE_DUB,FIRM,4878470.14,,,,,,,0.00,3914-140118-WP,,0,-789908.16,0.00
VERIFIED,3360463,FXForward,,Buy,EUR,USD,25397169.40,-30000000.00,1.16,1.18,26/10/2021,03/07/2023,03/07/2023,25397169.40,-30000000.00,1.18,,,,23,EADSNV,NV_MICRO,TC2021,BOFA_FR_PAR,BANKS,BOFA_US_NYC,BOFA_US_NYC,FIRM,-1108485.66,,,,,,,0.00,20211026094658,,0,-25397169.40,0.00
VERIFIED,3373266,FXSwap,,Buy,EUR,USD,-3183997.54,3700000.00,1.16,1.16,04/11/2021,15/11/2021,16/05/2022,3197657.86,-3700000.00,1.16,3700000.00,-3183997.54,1.16,22,EADSNV,NV_MICRO,NatoCIS,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,155101.60,,,,,,,0.00,2854-139125-WP,,0,3183997.54,0.00
VERIFIED,3348329,FXForward,,Buy,EUR,USD,10263.72,-11900.00,1.15,1.16,06/10/2021,19/04/2022,19/04/2022,10263.72,-11900.00,1.16,,,,22,EADSNV,NV_MICRO,6025133 MS19,GENO_DE_FRA,BANKS,,GENO_DE_FRA,FIRM,-484.05,,,,,,,0.00,3763-136597-WP,,0,-10263.72,0.00
VERIFIED,3359835,FXForward,,Buy,EUR,GBP,8247514.40,-6997885.66,0.84,0.85,25/10/2021,16/05/2022,16/05/2022,8247514.40,-6997885.66,0.85,,,,22,EADSNV,NV_MICRO,GBP 5205 IC Reset,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,-107879.03,,,,,,,0.00,5205-138576-WP,,0,-8247514.40,0.00
VERIFIED,3359828,FXForward,,Buy,EUR,USD,587595.43,-687219.00,1.16,1.17,25/10/2021,15/08/2022,15/08/2022,587595.43,-687219.00,1.17,,,,22,EADSNV,NV_MICRO,6025482 MS4,BSUI_FR_PAR,BANKS,AGRI_FR_PAR,BSUI_FR_PAR,FIRM,-30386.28,,,,,,,0.00,3763-138580-WP,,0,-587595.43,0.00
VERIFIED,3387266,FXForward,,Buy,EUR,USD,25390617.73,-30000000.00,1.14,1.18,15/11/2021,02/04/2024,02/04/2024,25390617.73,-30000000.00,1.18,,,,24,EADSNV,NV_MICRO,TC2021,BOTK_FR_PAR,BANKS,BOTK_JP_TYO,BOTK_JP_TYO,FIRM,-714820.31,,,,,,,0.00,20211115144142,,0,-25390617.73,0.00
VERIFIED,3383247,FXForward,,Sell,EUR,GBP,-10294863.18,9000000.00,0.86,0.87,08/11/2021,01/08/2023,01/08/2023,-10294863.18,9000000.00,0.87,,,,23,EADSNV,NV_MICRO,TC2021,BNPA_FR_PAR,BANKS,,BNPA_FR_PAR,FIRM,192451.05,,,,,,,0.00,2021110813508,,0,10294863.18,0.00
VERIFIED,3393357,FXSwap,,Sell,EUR,USD,216929.32,-243496.00,1.12,1.12,24/11/2021,26/11/2021,09/03/2022,-217562.54,243496.00,1.12,-243496.00,216929.32,1.12,22,EADSNV,NV_MICRO,Ancra 28992,BSCH_ES_MAD,BANKS,,BSCH_ES_MAD,FIRM,-2562.28,,,,,,,0.00,1543-141142-WP,,0,-216929.32,0.00
VERIFIED,3389077,FXForward,,Buy,EUR,JPY,763523.14,-98936396.00,129.41,129.58,18/11/2021,10/03/2022,10/03/2022,763523.14,-98936396.00,129.58,,,,22,EADSNV,NV_MICRO,PBL,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,-1110074.17,,,,,,,0.00,3914-140137-WP,,0,-763523.14,0.00
VERIFIED,3393325,FXForward,,Buy,EUR,USD,17396214.62,-20000000.00,1.12,1.15,24/11/2021,01/11/2023,01/11/2023,17396214.62,-20000000.00,1.15,,,,23,EADSNV,NV_MICRO,TC2021,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-101278.26,,,,,,,0.00,2021112413543,,0,-17396214.62,0.00
VERIFIED,3387852,FXForward,,Buy,EUR,USD,598074.21,-682090.00,1.14,1.14,16/11/2021,19/04/2022,19/04/2022,598074.21,-682090.00,1.14,,,,22,EADSNV,NV_MICRO,6025059 MS5,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,-16881.28,,,,,,,0.00,3763-140090-WP,,0,-598074.21,0.00
VERIFIED,3383966,FXForward,,Sell,EUR,GBP,-22717135.21,20000000.00,0.85,0.88,09/11/2021,02/04/2024,02/04/2024,-22717135.21,20000000.00,0.88,,,,24,EADSNV,NV_MICRO,TC2021,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,355265.75,,,,,,,0.00,20211109103324,,0,22717135.21,0.00
VERIFIED,3384000,FXForward,,Sell,EUR,GBP,-10344711.06,9000000.00,0.85,0.87,09/11/2021,01/06/2023,01/06/2023,-10344711.06,9000000.00,0.87,,,,23,EADSNV,NV_MICRO,TC2021,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,176262.79,,,,,,,0.00,20211109103151,,0,10344711.06,0.00
VERIFIED,3351700,FXForward,,Buy,EUR,USD,17194289.19,-20000000.00,1.16,1.16,11/10/2021,01/08/2022,01/08/2022,17194289.19,-20000000.00,1.16,,,,22,EADSNV,NV_MICRO,TC2021,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-792527.36,,,,,,,0.00,20211011101038,,0,-17194289.19,0.00
VERIFIED,3352874,FXForward,,Buy,EUR,USD,209872.19,-243496.00,1.15,1.16,12/10/2021,01/07/2022,01/07/2022,209872.19,-243496.00,1.16,,,,22,EADSNV,NV_MICRO,Ancra 35190,BNPA_FR_PAR,BANKS,,BNPA_FR_PAR,FIRM,-9381.13,,,,,,,0.00,20211012142439_04,,0,-209872.19,0.00
VERIFIED,3357577,FXSwap,,Sell,EUR,USD,298187.01,-348102.00,1.16,1.17,21/10/2021,25/10/2021,15/03/2022,-299159.50,348102.00,1.16,-348102.00,298187.01,1.17,22,EADSNV,NV_MICRO,AstroGyro/2409/dev,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,-16870.56,,,,,,,0.00,1284-138132-WP,,0,-298187.01,0.00
VERIFIED,3357084,FXForward,,Buy,EUR,USD,20125583.64,-25000000.00,1.16,1.24,20/10/2021,01/04/2026,01/04/2026,20125583.64,-25000000.00,1.24,,,,26,EADSNV,NV_MICRO,TC2021,BSCH_ES_MAD,BANKS,,BSCH_ES_MAD,FIRM,-1054225.08,,,,,,,0.00,20211020135146,,0,-20125583.64,0.00
VERIFIED,3361963,FXForward,,Buy,EUR,USD,24751840.11,-30000000.00,1.16,1.21,28/10/2021,02/01/2025,02/01/2025,24751840.11,-30000000.00,1.21,,,,25,EADSNV,NV_MICRO,TC2021,BARC_IE_DUB,BANKS,BARC_GB_LON,BARC_IE_DUB,FIRM,-1096271.48,,,,,,,0.00,20211028114333,,0,-24751840.11,0.00
VERIFIED,3357520,FXForward,,Buy,EUR,USD,21034.99,-24700.00,1.16,1.17,21/10/2021,31/10/2022,31/10/2022,21034.99,-24700.00,1.17,,,,22,EADSNV,NV_MICRO,NG/2804/MS04,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,-1095.10,,,,,,,0.00,1284-138126-WP,,0,-21034.99,0.00
VERIFIED,3404944,FXForward,,Buy,EUR,USD,26053019.63,-30000000.00,1.13,1.15,29/11/2021,01/09/2023,01/09/2023,26053019.63,-30000000.00,1.15,,,,23,EADSNV,NV_MICRO,TC2021,MHCB_GB_LON,BANKS,MHCB_JP_TYO,MHCB_JP_TYO,FIRM,-286870.42,,,,,,,0.00,20211129150024,,0,-26053019.63,0.00
VERIFIED,3401956,FXForward,,Buy,EUR,USD,21148284.16,-25000000.00,1.12,1.18,25/11/2021,03/02/2025,03/02/2025,21148284.16,-25000000.00,1.18,,,,25,EADSNV,NV_MICRO,TC2021,SMBC_DE_DUS,BANKS,SMBC_JP_TYO,SMBC_JP_TYO,FIRM,-301064.79,,,,,,,0.00,20211125102160,,0,-21148284.16,0.00
VERIFIED,3402627,FXForward,,Buy,EUR,USD,8823905.73,-10000000.00,1.13,1.13,26/11/2021,15/07/2022,15/07/2022,8823905.73,-10000000.00,1.13,,,,22,EADSNV,NV_MICRO,Doors,BSCH_ES_MAD,BANKS,,BSCH_ES_MAD,FIRM,-151329.73,,,,,,,0.00,20211126105116_04,,0,-8823905.73,0.00
VERIFIED,3401965,FXForward,,Buy,EUR,USD,21151358.10,-25000000.00,1.12,1.18,25/11/2021,03/02/2025,03/02/2025,21151358.10,-25000000.00,1.18,,,,25,EADSNV,NV_MICRO,TC2021,BARC_IE_DUB,BANKS,BARC_GB_LON,BARC_IE_DUB,FIRM,-297645.63,,,,,,,0.00,20211125102159,,0,-21151358.10,0.00
VERIFIED,3447784,FXNDF,,Sell,USD,BRL,-1998918.29,10918091.71,5.10,5.46,16/07/2021,15/09/2022,15/09/2022,-1998918.29,10918091.71,5.46,,,,22,1322,1322_BOOK_INF,ZANCHETTAALIMENTOS,SOGE_BR_SAO,BANKS,SOGE_FR_PAR,SOGE_BR_SAO,,6188.75,,,,,,,0.00,,,0,NaN,0.00
VERIFIED,3468826,FXSwap,,Buy,EUR,USD,-597308.09,679840.00,1.13,1.14,25/01/2022,25/01/2022,17/10/2022,602317.25,-679840.00,1.13,679840.00,-597308.09,1.14,22,EADSNV,NV_MICRO,6025426 MS20,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,10163.75,,,,,,,0.00,3763-146102-WP,,0,597308.09,0.00
VERIFIED,3474667,FXForward,,Buy,EUR,JPY,120746.77,-15640737.00,129.44,129.53,03/02/2022,08/04/2022,08/04/2022,120746.77,-15640737.00,129.53,,,,22,EADSNV,NV_MICRO,PBL for JGSDF,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,-154032.48,,,,,,,0.00,3914-146597-WP,,0,-120746.77,0.00
VERIFIED,3438367,FXSwap,,Buy,EUR,USD,-389418.42,441000.00,1.13,1.13,15/12/2021,15/12/2021,15/06/2022,391221.73,-441000.00,1.13,441000.00,-389418.42,1.13,22,EADSNV,NV_MICRO,4500537915 00060,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,6935.62,,,,,,,0.00,3763-142652-WP,,0,389418.42,0.00
VERIFIED,3479155,FXForward,,Sell,EUR,USD,-1742739.57,2000000.00,1.15,1.15,04/02/2022,08/04/2022,08/04/2022,-1742739.57,2000000.00,1.15,,,,22,EADSNV,NV_MICRO,Various,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,62340.68,,,,,,,0.00,1099-146658-WP,,0,1742739.57,0.00
VERIFIED,3442294,FXForward,,Buy,EUR,JPY,1000000.00,-128323150.00,127.84,128.32,20/12/2021,10/01/2023,10/01/2023,1000000.00,-128323150.00,128.32,,,,23,EADSNV,NV_MICRO,Hedging regular purchases,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,1584284.16,,,,,,,0.00,3914-143078-WP,,0,-1000000.00,0.00
VERIFIED,3443413,FXSwap,,Sell,EUR,USD,454758.36,-513600.00,1.13,1.13,21/12/2021,30/12/2021,15/03/2022,-455556.42,513600.00,1.13,-513600.00,454758.36,1.13,22,EADSNV,NV_MICRO,RVS3000/2703/MS 7,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,-8447.17,,,,,,,0.00,1284-143160-WP,,0,-454758.36,0.00
VERIFIED,3444982,FXForward,,Buy,EUR,USD,118050.32,-135226.00,1.13,1.15,23/12/2021,06/02/2023,06/02/2023,118050.32,-135226.00,1.15,,,,23,EADSNV,NV_MICRO,NGIS/2614/Optus X,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,-2032.13,,,,,,,0.00,1284-143226-WP,,0,-118050.32,0.00
VERIFIED,3450397,FXForward,,Buy,EUR,USD,25302555.31,-30000000.00,1.13,1.19,04/01/2022,01/04/2025,01/04/2025,25302555.31,-30000000.00,1.19,,,,25,EADSNV,NV_MICRO,TC2022,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,-380256.88,,,,,,,0.00,20220104100129,,0,-25302555.31,0.00
VERIFIED,3447773,FXNDF,,Buy,USD,BRL,1226545.60,-7253545.37,5.51,5.91,09/11/2021,29/07/2022,29/07/2022,1226545.60,-7253545.37,5.91,,,,22,1322,1322_BOOK_INF,IPIRANGAAGROINDUSTRIALS.A,SOGE_BR_SAO,BANKS,SOGE_FR_PAR,SOGE_BR_SAO,,-620861.83,,,,,,,0.00,,,0,NaN,0.00
VERIFIED,3470289,FXForward,,Buy,EUR,JPY,121275.00,-15639175.00,128.72,128.96,27/01/2022,08/07/2022,08/07/2022,121275.00,-15639175.00,128.96,,,,22,EADSNV,NV_MICRO,PBL for MSDF,BSUI_FR_PAR,BANKS,AGRI_FR_PAR,BSUI_FR_PAR,FIRM,-30430.49,,,,,,,0.00,3914-146146-WP,,0,-121275.00,0.00
VERIFIED,3470490,FXForward,,Sell,USD,CAD,-5825430.97,7408987.00,1.27,1.27,27/01/2022,01/06/2023,01/06/2023,-5825430.97,7408987.00,1.27,,,,23,EADSNV,NV_MICRO,2022P02,TDOM_IE_DUB,BANKS,TDOM_CA_TOR,TDOM_CA_TOR,FIRM,5629.06,,,,,,,0.00,2626-146137-WP,,0,5825430.97,0.00
VERIFIED,3465366,FXForward,,Buy,EUR,USD,25003854.76,-30000000.00,1.14,1.20,18/01/2022,01/04/2025,01/04/2025,25003854.76,-30000000.00,1.20,,,,25,EADSNV,NV_MICRO,TC2022,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,-712286.26,,,,,,,0.00,20220118153837,,0,-25003854.76,0.00
VERIFIED,3447101,FXSwap,,Buy,EUR,USD,-352680.97,400000.00,1.13,1.13,29/12/2021,29/12/2021,15/07/2022,354458.15,-400000.00,1.13,400000.00,-352680.97,1.13,22,EADSNV,NV_MICRO,6025288 MS3,BSUI_FR_PAR,BANKS,AGRI_FR_PAR,BSUI_FR_PAR,FIRM,6359.41,,,,,,,0.00,3763-143595-WP,,0,352680.97,0.00
VERIFIED,3474680,FXForward,,Buy,EUR,JPY,1236861.00,-160659734.00,129.46,129.89,03/02/2022,06/04/2023,06/04/2023,1236861.00,-160659734.00,129.89,,,,23,EADSNV,NV_MICRO,PBL for JGSDF,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,758528.37,,,,,,,0.00,3914-146599-WP,,0,-1236861.00,0.00
VERIFIED,3474751,FXForward,,Buy,EUR,JPY,230666.87,-29998620.00,129.67,130.05,03/02/2022,09/06/2023,09/06/2023,230666.87,-29998620.00,130.05,,,,23,EADSNV,NV_MICRO,PBL for JGSDF,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,203601.25,,,,,,,0.00,3914-146609-WP,,0,-230666.87,0.00
VERIFIED,3461184,FXForward,,Buy,EUR,USD,28163352.57,-33000000.00,1.13,1.17,10/01/2022,02/04/2024,02/04/2024,28163352.57,-33000000.00,1.17,,,,24,EADSNV,NV_MICRO,TC2022,SOGE_FR_PAR,BANKS,,SOGE_FR_PAR,FIRM,-525522.90,,,,,,,0.00,2022011009246,,0,-28163352.57,0.00
VERIFIED,3439510,FXForward,,Buy,EUR,USD,25295429.54,-30000000.00,1.13,1.19,15/12/2021,01/04/2025,01/04/2025,25295429.54,-30000000.00,1.19,,,,25,EADSNV,NV_MICRO,TC2021,SMBC_DE_DUS,BANKS,SMBC_JP_TYO,SMBC_JP_TYO,FIRM,-388177.74,,,,,,,0.00,20211215140752,,0,-25295429.54,0.00
VERIFIED,3443069,FXForward,,Buy,EUR,USD,1666184.03,-1885858.06,1.13,1.13,21/12/2021,15/03/2022,15/03/2022,1666184.03,-1885858.06,1.13,,,,22,EADSNV,NV_MICRO,6025508 MS4,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,-35034.43,,,,,,,0.00,3763-143127-WP,,0,-1666184.03,0.00
VERIFIED,3444116,FXForward,,Buy,EUR,USD,29899.42,-34200.00,1.13,1.14,22/12/2021,05/01/2023,05/01/2023,29899.42,-34200.00,1.14,,,,23,EADSNV,NV_MICRO,NG/2806/MS22,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,-525.56,,,,,,,0.00,1284-143186-WP,,0,-29899.42,0.00
VERIFIED,3470605,FXForward,,Buy,EUR,USD,16357371.73,-19000000.00,1.11,1.16,27/01/2022,01/07/2024,01/07/2024,16357371.73,-19000000.00,1.16,,,,24,EADSNV,NV_MICRO,TC2022,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-76042.53,,,,,,,0.00,202201271718,,0,-16357371.73,0.00
VERIFIED,3442354,FXForward,,Buy,EUR,USD,26412810.21,-30000000.00,1.13,1.14,20/12/2021,03/10/2022,03/10/2022,26412810.21,-30000000.00,1.14,,,,22,EADSNV,NV_MICRO,TC2021,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-407804.88,,,,,,,0.00,20211220095656,,0,-26412810.21,0.00
VERIFIED,3465369,FXForward,,Buy,EUR,USD,25024774.53,-30000000.00,1.14,1.20,18/01/2022,01/04/2025,01/04/2025,25024774.53,-30000000.00,1.20,,,,25,EADSNV,NV_MICRO,TC2022,LLCM_GB_LON,BANKS,,LLCM_GB_LON,FIRM,-689032.28,,,,,,,0.00,20220118160418,,0,-25024774.53,0.00
VERIFIED,3474835,FXForward,,Buy,EUR,JPY,300449.27,-38996782.00,131.16,129.79,03/02/2022,10/06/2025,10/06/2025,300449.27,-38996782.00,129.79,,,,25,EADSNV,NV_MICRO,PBL for JGSDF,MHCB_GB_LON,BANKS,MHCB_JP_TYO,MHCB_JP_TYO,FIRM,1545517.52,,,,,,,0.00,3914-146617-WP,,0,-300449.27,0.00
VERIFIED,3470601,FXForward,,Buy,EUR,USD,17253898.80,-20000000.00,1.11,1.16,27/01/2022,03/06/2024,03/06/2024,17253898.80,-20000000.00,1.16,,,,24,EADSNV,NV_MICRO,TC2022,BNPA_FR_PAR,BANKS,,BNPA_FR_PAR,FIRM,-62578.31,,,,,,,0.00,20220127143951,,0,-17253898.80,0.00
VERIFIED,3504081,FXForward,,Buy,EUR,USD,7787.15,-8900.00,1.14,1.14,16/02/2022,05/07/2022,05/07/2022,7787.15,-8900.00,1.14,,,,22,EADSNV,NV_MICRO,NGIS/2639/1733,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,-212.14,,,,,,,0.00,1284-147604-WP,,0,-7787.15,0.00
VERIFIED,3496607,FXSwap,,Buy,EUR,USD,-3494093.06,4000000.00,1.14,1.14,09/02/2022,11/02/2022,16/05/2022,3502872.36,-4000000.00,1.14,4000000.00,-3494093.06,1.14,22,EADSNV,NV_MICRO,ARABSAT8,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,109938.67,,,,,,,0.00,2854-147096-WP,,0,3494093.06,0.00
VERIFIED,3508801,FXForward,,Sell,EUR,USD,-4409824.38,5000000.00,1.11,1.13,24/02/2022,11/04/2023,11/04/2023,-4409824.38,5000000.00,1.13,,,,23,EADSNV,NV_MICRO,A400M 1775,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,8542.61,,,,,,,0.00,1775-148668-WP,,0,4409824.38,0.00
VERIFIED,3508810,FXForward,,Sell,EUR,USD,-4416664.61,5000000.00,1.11,1.13,24/02/2022,10/03/2023,10/03/2023,-4416664.61,5000000.00,1.13,,,,23,EADSNV,NV_MICRO,A400M 1775,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,9190.79,,,,,,,0.00,1775-148667-WP,,0,4416664.61,0.00
VERIFIED,3504581,FXSwap,,Buy,EUR,SAR,-16414727.18,70000000.00,4.26,4.26,17/02/2022,23/02/2022,29/03/2022,16429972.57,-70000000.00,4.26,70000000.00,-16414727.18,4.26,22,EADSNV,NV_TRESO,exotic,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,CashPosition,1538981.82,,,,,,,0.00,202202170942,,0,16414727.18,0.00
VERIFIED,3504718,FXSwap,,Buy,EUR,USD,-559207.35,636000.00,1.14,1.14,17/02/2022,24/02/2022,28/03/2022,559639.44,-636000.00,1.14,636000.00,-559207.35,1.14,22,EADSNV,NV_MICRO,IPI/NICKY,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,14541.12,,,,,,,0.00,3839-147621-WP,,0,559207.35,0.00
VERIFIED,3509348,FXSwap,,Buy,EUR,USD,-1977961.45,2212214.00,1.12,1.12,25/02/2022,25/02/2022,15/03/2022,1978804.33,-2212214.00,1.12,2212214.00,-1977961.45,1.12,22,EADSNV,NV_MICRO,6024859 MS5,BBVA_ES_MAD,BANKS,,BBVA_ES_MAD,FIRM,15064.01,,,,,,,0.00,3763-148677-WP,,0,1977961.45,0.00
VERIFIED,3509480,FXSwap,,Buy,EUR,USD,-271580.39,303968.80,1.12,1.12,25/02/2022,25/02/2022,19/04/2022,272006.15,-303968.80,1.12,303968.80,-271580.39,1.12,22,EADSNV,NV_MICRO,6025059 MS5,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,1906.83,,,,,,,0.00,3763-148678-WP,,0,271580.39,0.00
VERIFIED,3508502,FXForward,,Buy,EUR,USD,25566729.16,-30000000.00,1.12,1.17,24/02/2022,01/08/2024,01/08/2024,25566729.16,-30000000.00,1.17,,,,24,EADSNV,NV_MICRO,TC2022,GSIL_FR_PAR,BANKS,GSIL_GB_LON,GSIL_GB_LON,FIRM,-373672.57,,,,,,,0.00,20220224102739,,0,-25566729.16,0.00
VERIFIED,3514784,FXForward,,Buy,EUR,USD,32503031.98,-38000000.00,1.11,1.17,03/03/2022,01/04/2025,01/04/2025,32503031.98,-38000000.00,1.17,,,,25,EADSNV,NV_MICRO,TC2022,BBVA_ES_MAD,BANKS,,BBVA_ES_MAD,FIRM,22029.71,,,,,,,0.00,20220303102640,,0,-32503031.98,0.00
VERIFIED,3496558,FXSwap,,Sell,EUR,GBP,11866930.41,-10000000.00,0.84,0.84,09/02/2022,11/02/2022,15/03/2022,-11877472.00,10000000.00,0.84,-10000000.00,11866930.41,0.84,22,EADSNV,NV_MICRO,JSAT,BNPA_FR_PAR,BANKS,,BNPA_FR_PAR,FIRM,-109260.70,,,,,,,0.00,2854-147104-WP,,0,-11866930.41,0.00
VERIFIED,3502643,FXSwap,,Sell,EUR,USD,881923.03,-1000000.00,1.13,1.13,14/02/2022,15/02/2022,16/05/2022,-884288.23,1000000.00,1.13,-1000000.00,881923.03,1.13,22,EADSNV,NV_MICRO,7635421 MS3,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-18145.97,,,,,,,0.00,3763-147154-WP,,0,-881923.03,0.00
VERIFIED,3502751,FXSwap,,Sell,EUR,USD,675522.95,-764805.00,1.13,1.13,14/02/2022,15/02/2022,15/03/2022,-675935.86,764805.00,1.13,-764805.00,675522.95,1.13,22,EADSNV,NV_MICRO,6025507 MS2,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,-14423.26,,,,,,,0.00,3763-147583-WP,,0,-675522.95,0.00
VERIFIED,3505621,FXSwap,,Buy,EUR,USD,-8789987.85,10000000.00,1.14,1.14,18/02/2022,18/02/2022,15/03/2022,8794571.99,-10000000.00,1.14,10000000.00,-8789987.85,1.14,22,EADSNV,NV_MICRO,GENERAL22,INGB_NL_AMS,BANKS,,INGB_NL_AMS,FIRM,235937.94,,,,,,,0.00,2854-148072-WP,,0,8789987.85,0.00
VERIFIED,3537673,FXForward,,Buy,EUR,USD,219180.38,-243750.00,1.11,1.11,09/03/2022,08/07/2022,08/07/2022,219180.38,-243750.00,1.11,,,,22,EADSNV,NV_MICRO,Axiom/2713/1739,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,795.91,,,,,,,0.00,1284-150115-WP,,0,-219180.38,0.00
VERIFIED,3540348,FXSwap,,Sell,EUR,USD,215928.83,-238000.00,1.10,1.10,14/03/2022,15/03/2022,15/06/2022,-216655.35,238000.00,1.10,-238000.00,215928.83,1.10,22,EADSNV,NV_MICRO,6025133 MS16A,LLCM_GB_LON,BANKS,,LLCM_GB_LON,FIRM,6.77,,,,,,,0.00,3763-150586-WP,,0,726.52,0.00
VERIFIED,3541978,FXForward,,Buy,EUR,USD,17878107.07,-21000000.00,1.10,1.17,16/03/2022,01/07/2025,01/07/2025,17878107.07,-21000000.00,1.17,,,,25,EADSNV,NV_MICRO,TC2022,MHCB_GB_LON,BANKS,MHCB_JP_TYO,MHCB_JP_TYO,FIRM,-13018.58,,,,,,,0.00,20220316154541,,0,-17878107.07,0.00
VERIFIED,3538176,FXSwap,,Sell,EUR,CAD,1821096.99,-2580550.34,1.42,1.42,10/03/2022,10/03/2022,29/03/2022,-1821969.77,2580550.34,1.42,-2580550.34,1821096.99,1.42,22,EADSNV,NV_TRESO,exotic,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,CashPosition,327.63,,,,,,,0.00,20220310083138_01,,0,872.78,0.00
VERIFIED,3541999,FXForward,,Buy,EUR,USD,17045639.53,-20000000.00,1.10,1.17,16/03/2022,01/07/2025,01/07/2025,17045639.53,-20000000.00,1.17,,,,25,EADSNV,NV_MICRO,TC2022,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,8555.08,,,,,,,0.00,20220316185743,,0,-17045639.53,0.00
VERIFIED,558221,FXForward,,Sell,EUR,USD,-39489457.73,56000000.00,1.30,1.42,28/06/2013,01/04/2022,01/04/2022,-39489457.73,56000000.00,1.42,,,,22,EADSNV,NV_MICRO,EZY JUNE 2013,CTBA_GB_LON,BANKS,CTBA_AU_SYD,CTBA_AU_SYD,FIRM,12103952.88,,,,,,,1.42,201306281155,,0,39489457.73,0.00
VERIFIED,1561587,FXForward,,Buy,EUR,USD,2502711.27,-3000000.00,1.04,1.20,19/12/2016,01/04/2022,01/04/2022,2502711.27,-3000000.00,1.20,,,,22,EADSNV,NV_MICRO,TC2016,SMBC_DE_DUS,BANKS,SMBC_JP_TYO,SMBC_JP_TYO,FIRM,-218119.22,,,,,,,1.19,201612191650,,0,-2502711.27,0.00
