TradeStatus,Trade Id,Product Type,Put/Call,Buy/Sell,Prim Cur,Sec Cur,Prim Amt,Sec Amt,FX Spot Rate,FXFwdRate,Trade Booking Date,Trade Settle Date,Maturity Date,FX Prim Amount,FX Sec Amount,FX Near AllIn Rate,FX Far Sec Amount,FX Far Prim Amount,FX Far AllIn Rate,Maturity Year,Book Legal Entity,Book,TRADE_KEYWORD.EADS_STRATEGY,CounterParty,CounterParty.Attribute.EADS_Sector,CounterParty.Parent Short Name,CounterParty.Attribute.Guarantor,TRADE_KEYWORD.EADS_EXPOSURE,Pricer.NPV,Premium Amount,Premium Currency,Premium Date,Strike,Barrier.Down Rate,Barrier.Up Rate,Market Rate,TRADE_KEYWORD.EADS_MDRT_REF,Mirror Book,Mirror Trade Id,ClientPricer.FWD_DELTA,ClientPricer.INTRINSIC_VALUE
VERIFIED,3434575,FXForward,,Sell,EUR,GBP,-11098967.61,10000000.00,0.86,0.90,09/12/2021,02/02/2026,02/02/2026,-11098967.61,10000000.00,0.90,,,,26,EADSNV,NV_MICRO,TC2021,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,202721.85,,,,,,,0.00,20211209092536,,0,11098967.61,0.00
VERIFIED,3465291,FXSwap,,Sell,EUR,USD,101091.29,-115430.00,1.14,1.14,18/01/2022,18/01/2022,19/04/2022,-101306.59,115430.00,1.14,-115430.00,101091.29,1.14,22,EADSNV,NV_MICRO,6025133 MS22,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,-2990.98,,,,,,,0.00,3763-145118-WP,,0,-101091.29,0.00
VERIFIED,3442407,FXForward,,Buy,EUR,USD,222165.27,-254935.00,1.13,1.15,20/12/2021,17/07/2023,17/07/2023,222165.27,-254935.00,1.15,,,,23,EADSNV,NV_MICRO,6025507 MS8,BNPA_FR_PAR,BANKS,,BNPA_FR_PAR,FIRM,-2163.33,,,,,,,0.00,3763-143098-WP,,0,-222165.27,0.00
VERIFIED,3443390,FXSwap,,Sell,GBP,USD,5287842.58,-7000000.00,1.32,1.32,21/12/2021,23/12/2021,16/03/2022,-5286769.48,7000000.00,1.32,-7000000.00,5287842.58,1.32,22,EADSNV,NV_MICRO,F72752,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,47271.20,,,,,,,0.00,2855-143154-WP,,0,-5287842.58,0.00
VERIFIED,3468239,FXSwap,,Sell,EUR,USD,185564.82,-210000.00,1.13,1.13,24/01/2022,28/01/2022,11/04/2022,-185881.75,210000.00,1.13,-210000.00,185564.82,1.13,22,EADSNV,NV_MICRO,RVS3000/2701/SLIN10,BSCH_ES_MAD,BANKS,,BSCH_ES_MAD,FIRM,-3660.86,,,,,,,0.00,1284-146082-WP,,0,-185564.82,0.00
VERIFIED,3474881,FXForward,,Buy,EUR,JPY,309462.75,-39923424.00,131.25,129.01,03/02/2022,10/03/2026,10/03/2026,309462.75,-39923424.00,129.01,,,,26,EADSNV,NV_MICRO,PBL for JGSDF,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,2198512.82,,,,,,,0.00,3914-146620-WP,,0,-309462.75,0.00
VERIFIED,3470446,FXForward,,Buy,EUR,JPY,363825.00,-46739167.00,128.79,128.47,27/01/2022,10/10/2025,10/10/2025,363825.00,-46739167.00,128.47,,,,25,EADSNV,NV_MICRO,PBL for MSDF,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,2527351.53,,,,,,,0.00,3914-146169-WP,,0,-363825.00,0.00
VERIFIED,3464770,FXSwap,,Sell,EUR,USD,1407104.32,-1608907.00,1.14,1.14,17/01/2022,18/01/2022,15/03/2022,-1408694.34,1608907.00,1.14,-1608907.00,1407104.32,1.14,22,EADSNV,NV_MICRO,6024827 MS8,TDOM_IE_DUB,BANKS,TDOM_CA_TOR,TDOM_CA_TOR,FIRM,-45872.14,,,,,,,0.00,3763-145077-WP,,0,-1407104.32,0.00
VERIFIED,3435360,FXForward,,Buy,EUR,USD,16825421.53,-20000000.00,1.13,1.19,10/12/2021,03/03/2025,03/03/2025,16825421.53,-20000000.00,1.19,,,,25,EADSNV,NV_MICRO,TC2021,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-322126.06,,,,,,,0.00,20211210092713,,0,-16825421.53,0.00
VERIFIED,3437703,FXForward,,Buy,EUR,USD,245598.73,-282000.00,1.13,1.15,14/12/2021,30/03/2023,30/03/2023,245598.73,-282000.00,1.15,,,,23,EADSNV,NV_MICRO,Blue/2636/MS10,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-4131.22,,,,,,,0.00,1284-142598-WP,,0,-245598.73,0.00
VERIFIED,3438373,FXSwap,,Sell,EUR,USD,1534206.37,-1733893.00,1.13,1.13,15/12/2021,15/12/2021,15/03/2022,-1537878.67,1733893.00,1.13,-1733893.00,1534206.37,1.13,22,EADSNV,NV_MICRO,6024859 MS10,TDOM_IE_DUB,BANKS,TDOM_CA_TOR,TDOM_CA_TOR,FIRM,-29672.08,,,,,,,0.00,3763-142644-WP,,0,-1534206.37,0.00
VERIFIED,3444169,FXForward,,Buy,EUR,USD,506572.22,-580195.40,1.13,1.15,22/12/2021,17/01/2023,17/01/2023,506572.22,-580195.40,1.15,,,,23,EADSNV,NV_MICRO,6025510 MS14,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-9276.04,,,,,,,0.00,3763-143194-WP,,0,-506572.22,0.00
VERIFIED,3463028,FXForward,,Buy,EUR,USD,20426074.29,-24000000.00,1.14,1.17,12/01/2022,02/04/2024,02/04/2024,20426074.29,-24000000.00,1.17,,,,24,EADSNV,NV_MICRO,TC2022,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,-445100.70,,,,,,,0.00,20220112121355,,0,-20426074.29,0.00
VERIFIED,3443868,FXForward,,Buy,EUR,USD,25313134.01,-30000000.00,1.13,1.19,22/12/2021,01/04/2025,01/04/2025,25313134.01,-30000000.00,1.19,,,,25,EADSNV,NV_MICRO,TC2021,BARC_IE_DUB,BANKS,BARC_GB_LON,BARC_IE_DUB,FIRM,-368497.80,,,,,,,0.00,20211222085554,,0,-25313134.01,0.00
VERIFIED,3444172,FXForward,,Buy,EUR,USD,466701.94,-531845.78,1.13,1.14,22/12/2021,15/09/2022,15/09/2022,466701.94,-531845.78,1.14,,,,22,EADSNV,NV_MICRO,6025510 MS13,SMBC_DE_DUS,BANKS,SMBC_JP_TYO,SMBC_JP_TYO,FIRM,-9441.23,,,,,,,0.00,3763-143193-WP,,0,-466701.94,0.00
VERIFIED,3444985,FXForward,,Buy,EUR,USD,79303.96,-90151.00,1.13,1.14,23/12/2021,07/07/2022,07/07/2022,79303.96,-90151.00,1.14,,,,22,EADSNV,NV_MICRO,NGIS/2614/Optus X,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,-1667.71,,,,,,,0.00,1284-143224-WP,,0,-79303.96,0.00
VERIFIED,3444767,FXForward,,Sell,EUR,CAD,-618912.38,900500.00,1.45,1.45,23/12/2021,15/03/2022,15/03/2022,-618912.38,900500.00,1.45,,,,22,EADSNV,NV_MICRO,4500529353 MS15,TDOM_IE_DUB,BANKS,TDOM_CA_TOR,TDOM_CA_TOR,FIRM,28397.27,,,,,,,0.00,3763-143206-WP,,0,618912.38,0.00
VERIFIED,3443226,FXForward,,Sell,USD,CNY,-15000000.00,100270500.00,6.48,6.68,27/08/2021,15/12/2022,15/12/2022,-15000000.00,100270500.00,6.68,,,,22,1145,1145_BOOK_INF,AFTAC,BKCH_CH_TJ,BANKS,BKCH_CN_BJS,BKCH_CN_BJS,,3931723.97,,,,,,,0.00,,,0,15000000.00,0.00
VERIFIED,3464001,FXForward,,Buy,EUR,USD,22349143.28,-27000000.00,1.15,1.21,14/01/2022,01/04/2025,01/04/2025,22349143.28,-27000000.00,1.21,,,,25,EADSNV,NV_MICRO,TC2022,BOFA_FR_PAR,BANKS,BOFA_US_NYC,BOFA_US_NYC,FIRM,-812603.25,,,,,,,0.00,20220114103546,,0,-22349143.28,0.00
VERIFIED,3474884,FXForward,,Buy,EUR,JPY,181095.17,-23337318.00,131.23,128.87,03/02/2022,11/05/2026,11/05/2026,181095.17,-23337318.00,128.87,,,,26,EADSNV,NV_MICRO,PBL for JGSDF,SOGE_FR_PAR,BANKS,,SOGE_FR_PAR,FIRM,1356113.84,,,,,,,0.00,3914-146603-WP,,0,-181095.17,0.00
VERIFIED,3495947,FXForward,,Buy,EUR,USD,407298.31,-465019.00,1.14,1.14,08/02/2022,15/03/2022,15/03/2022,407298.31,-465019.00,1.14,,,,22,EADSNV,NV_MICRO,6024859 MS10,LLCM_GB_LON,BANKS,,LLCM_GB_LON,FIRM,-12585.41,,,,,,,0.00,3763-147078-WP,,0,-407298.31,0.00
VERIFIED,3502739,FXForward,,Buy,EUR,USD,16856298.62,-20000000.00,1.13,1.19,14/02/2022,01/11/2024,01/11/2024,16856298.62,-20000000.00,1.19,,,,24,EADSNV,NV_MICRO,TC2022,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,-385327.73,,,,,,,0.00,20220214094145,,0,-16856298.62,0.00
VERIFIED,3502620,FXSwap,,Sell,EUR,USD,1658910.85,-1879010.00,1.13,1.13,14/02/2022,15/02/2022,19/04/2022,-1661774.97,1879010.00,1.13,-1879010.00,1658910.85,1.13,22,EADSNV,NV_MICRO,6025133 MS23,HSBC_FR_PAR,BANKS,HSBC_GB_LON,HSBC_FR_PAR,FIRM,-33892.39,,,,,,,0.00,3763-147147-WP,,0,-1658910.85,0.00
VERIFIED,3501968,FXForward,,Buy,EUR,USD,8323144.42,-10000000.00,1.14,1.20,11/02/2022,02/05/2025,02/05/2025,8323144.42,-10000000.00,1.20,,,,25,EADSNV,NV_MICRO,TC2022,HYVE_DE_MUC,BANKS,,HYVE_DE_MUC,FIRM,-239028.72,,,,,,,0.00,20220211112234,,0,-8323144.42,0.00
VERIFIED,3509586,FXForward,,Buy,EUR,USD,17031610.07,-20000000.00,1.12,1.17,25/02/2022,01/08/2024,01/08/2024,17031610.07,-20000000.00,1.17,,,,24,EADSNV,NV_MICRO,TC2022,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,-263465.92,,,,,,,0.00,20220225155850,,0,-17031610.07,0.00
VERIFIED,3508558,FXSwap,,Sell,GBP,USD,2235181.14,-3000000.00,1.34,1.34,24/02/2022,28/02/2022,15/02/2023,-2232076.43,3000000.00,1.34,-3000000.00,2235181.14,1.34,23,EADSNV,NV_MICRO,F72786,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-24857.34,,,,,,,0.00,2855-148633-WP,,0,-2235181.14,0.00
VERIFIED,3508775,FXForward,,Sell,EUR,USD,-4483441.22,5000000.00,1.11,1.12,24/02/2022,10/05/2022,10/05/2022,-4483441.22,5000000.00,1.12,,,,22,EADSNV,NV_MICRO,A400M 1775,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,9784.93,,,,,,,0.00,1775-148656-WP,,0,4483441.22,0.00
VERIFIED,3495829,FXForward,,Buy,EUR,USD,25316455.70,-30000000.00,1.14,1.19,08/02/2022,01/08/2024,01/08/2024,25316455.70,-30000000.00,1.19,,,,24,EADSNV,NV_MICRO,TC2022,CRES_ES_MAD,BANKS,CRES_CH_ZRH,CRES_CH_ZRH,FIRM,-652612.61,,,,,,,0.00,20220208102537,,0,-25316455.70,0.00
VERIFIED,3502614,FXSwap,,Sell,EUR,USD,19993.55,-22630.00,1.13,1.13,14/02/2022,15/02/2022,15/03/2022,-20005.75,22630.00,1.13,-22630.00,19993.55,1.13,22,EADSNV,NV_MICRO,6025133 MS12A,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,-420.84,,,,,,,0.00,3763-147142-WP,,0,-19993.55,0.00
VERIFIED,3502773,FXSwap,,Sell,EUR,USD,44106.56,-50000.00,1.13,1.13,14/02/2022,15/02/2022,19/04/2022,-44184.62,50000.00,1.13,-50000.00,44106.56,1.13,22,EADSNV,NV_MICRO,6024845 MS12,CITI_GB_LON,BANKS,CITI_US_NYC,CITI_US_NYC,FIRM,-942.61,,,,,,,0.00,3763-147576-WP,,0,-44106.56,0.00
VERIFIED,3508578,FXSwap,,Sell,EUR,USD,358059.91,-402844.00,1.12,1.13,24/02/2022,25/02/2022,15/06/2022,-359378.08,402844.00,1.12,-402844.00,358059.91,1.13,22,EADSNV,NV_MICRO,NVS Batelle,BSUI_FR_PAR,BANKS,AGRI_FR_PAR,BSUI_FR_PAR,FIRM,-3738.96,,,,,,,0.00,1123-148622-WP,,0,-358059.91,0.00
VERIFIED,3540936,FXForward,,Buy,EUR,USD,12986739.76,-15000000.00,1.10,1.16,15/03/2022,01/11/2024,01/11/2024,12986739.76,-15000000.00,1.16,,,,24,EADSNV,NV_MICRO,TC2022,BSUI_FR_PAR,BANKS,AGRI_FR_PAR,BSUI_FR_PAR,FIRM,94599.11,,,,,,,0.00,2022031512425,,0,-12986739.76,0.00
VERIFIED,3542002,FXForward,,Buy,EUR,USD,21264517.50,-25000000.00,1.10,1.18,16/03/2022,01/07/2025,01/07/2025,21264517.50,-25000000.00,1.18,,,,25,EADSNV,NV_MICRO,TC2022,MSSE_DE_FRA,BANKS,MSCS_US_NYC,MSSE_DE_FRA,FIRM,-36532.42,,,,,,,0.00,20220316185824,,0,-21264517.50,0.00
VERIFIED,3538211,FXForward,,Buy,EUR,USD,12941130.80,-15000000.00,1.10,1.16,10/03/2022,01/10/2024,01/10/2024,12941130.80,-15000000.00,1.16,,,,24,EADSNV,NV_MICRO,TC2022,ROYC_FR_PAR,BANKS,ROYC_CA_TOR,ROYC_CA_TOR,FIRM,25344.43,,,,,,,0.00,20220310094640,,0,-12941130.80,0.00
VERIFIED,3537713,FXForward,,Buy,EUR,USD,214331.50,-243750.00,1.11,1.14,09/03/2022,09/08/2023,09/08/2023,214331.50,-243750.00,1.14,,,,23,EADSNV,NV_MICRO,Axiom/2713/1746,TDOM_IE_DUB,BANKS,TDOM_CA_TOR,TDOM_CA_TOR,FIRM,346.69,,,,,,,0.00,1284-150123-WP,,0,-214331.50,0.00
VERIFIED,3540364,FXSwap,,Sell,EUR,USD,1461582.02,-1608907.00,1.10,1.10,14/03/2022,15/03/2022,16/05/2022,-1464680.76,1608907.00,1.10,-1608907.00,1461582.02,1.10,22,EADSNV,NV_MICRO,6024827 MS8,JPMG_DE_FRA,BANKS,CHAS_US_NYC,JPMG_DE_FRA,FIRM,140.69,,,,,,,0.00,3763-150575-WP,,0,3098.74,0.00
VERIFIED,3540345,FXSwap,,Sell,EUR,USD,686321.90,-754753.00,1.10,1.10,14/03/2022,15/03/2022,19/04/2022,-687102.28,754753.00,1.10,-754753.00,686321.90,1.10,22,EADSNV,NV_MICRO,6025147 MS8,CRES_ES_MAD,BANKS,CRES_CH_ZRH,CRES_CH_ZRH,FIRM,101.45,,,,,,,0.00,3763-150587-WP,,0,780.38,0.00
VERIFIED,3540439,FXSwap,,Sell,EUR,USD,377328.65,-415140.00,1.10,1.10,14/03/2022,15/03/2022,19/04/2022,-377761.04,415140.00,1.10,-415140.00,377328.65,1.10,22,EADSNV,NV_MICRO,4500537915 00020,BSCH_ES_MAD,BANKS,,BSCH_ES_MAD,FIRM,52.17,,,,,,,0.00,3763-150599-WP,,0,432.39,0.00
VERIFIED,3538368,FXSwap,,Sell,EUR,GBP,1908696.55,-1600000.00,0.84,0.84,10/03/2022,10/03/2022,11/03/2022,-1908751.88,1600000.00,0.84,-1600000.00,1908696.55,0.84,22,EADSNV,NV_TRESO,,LLCM_GB_LON,BANKS,,LLCM_GB_LON,,2.36,,,,,,,0.00,,,0,55.33,0.00
VERIFIED,3527959,FXSwap,,Buy,EUR,GBP,-29223653.79,24300000.00,0.83,0.83,07/03/2022,16/03/2022,15/06/2022,29338358.44,-24300000.00,0.83,24300000.00,-29223653.79,0.83,22,EADSNV,NV_MICRO,Intelsat SDS,COBA_DE_FRA,BANKS,,COBA_DE_FRA,FIRM,7200.72,,,,,,,0.00,2854-150082-WP,,0,-114704.65,0.00
VERIFIED,1399109,FXForward,,Sell,EUR,USD,-10388099.61,13119131.00,1.12,1.26,24/05/2016,11/01/2023,11/01/2023,-10388099.61,13119131.00,1.26,,,,23,EADSNV,NV_MICRO,SATCAPBW,RBOS_GB_LON,BANKS,,RBOS_GB_LON,FIRM,1402995.87,,,,,,,1.26,1099-30559-WP,,0,10388099.61,0.00
VERIFIED,1493142,FXForward,,Buy,EUR,USD,3205385.05,-4000000.00,1.12,1.25,19/09/2016,01/04/2022,01/04/2022,3205385.05,-4000000.00,1.25,,,,22,EADSNV,NV_MICRO,TC2016,WPAC_AU_SYD,BANKS,,WPAC_AU_SYD,FIRM,-437034.09,,,,,,,1.25,201609190943,,0,-3205385.05,0.00
VERIFIED,1561590,FXForward,,Buy,EUR,USD,5005422.54,-6000000.00,1.04,1.20,19/12/2016,01/04/2022,01/04/2022,5005422.54,-6000000.00,1.20,,,,22,EADSNV,NV_MICRO,TC2016,SMBC_DE_DUS,BANKS,SMBC_JP_TYO,SMBC_JP_TYO,FIRM,-436238.43,,,,,,,1.19,201612191652,,0,-5005422.54,0.00
VERIFIED,1540436,FXForward,,Buy,EUR,USD,2492522.43,-3000000.00,1.06,1.20,22/11/2016,01/04/2022,01/04/2022,2492522.43,-3000000.00,1.20,,,,22,EADSNV,NV_MICRO,TC2016,BSUI_FR_PAR,BANKS,AGRI_FR_PAR,BSUI_FR_PAR,FIRM,-229442.24,,,,,,,1.20,201611221201,,0,-2492522.43,0.00
VERIFIED,1691275,FXForward,,Buy,EUR,USD,24005761.38,-30000000.00,1.12,1.25,22/06/2017,01/09/2022,01/09/2022,24005761.38,-30000000.00,1.25,,,,22,EADSNV,NV_MICRO,TC2017,INGB_NL_AMS,BANKS,,INGB_NL_AMS,FIRM,-3135532.16,,,,,,,1.25,201706221646,,0,-24005761.38,0.00
VERIFIED,1715304,FXForward,,Buy,GBP,USD,3586286.04,-5000000.00,1.31,1.39,27/07/2017,01/04/2022,01/04/2022,3586286.04,-5000000.00,1.39,,,,22,EADSNV,NV_MICRO,TC2017,BOTK_GB_LON,BANKS,BOTK_JP_TYO,BOTK_JP_TYO,FIRM,-220028.34,,,,,,,1.31,201707271418,,0,-3586286.04,0.00
VERIFIED,1716302,FXForward,,Buy,EUR,USD,11556685.54,-15000000.00,1.17,1.30,28/07/2017,01/06/2022,01/06/2022,11556685.54,-15000000.00,1.30,,,,22,EADSNV,NV_MICRO,TC2017,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-2122650.58,,,,,,,1.30,201707281133,,0,-11556685.54,0.00
VERIFIED,1781167,FXForward,,Buy,EUR,USD,15432098.77,-20000000.00,1.16,1.30,02/11/2017,01/04/2022,01/04/2022,15432098.77,-20000000.00,1.30,,,,22,EADSNV,NV_MICRO,TC2017,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-2846210.86,,,,,,,0.00,201711021509,,0,-15432098.77,0.00
VERIFIED,1784336,FXForward,,Buy,EUR,USD,23223409.20,-30000000.00,1.16,1.29,07/11/2017,01/06/2022,01/06/2022,23223409.20,-30000000.00,1.29,,,,22,EADSNV,NV_MICRO,TC2017,INGB_NL_AMS,BANKS,,INGB_NL_AMS,FIRM,-4122936.58,,,,,,,0.00,201411071535,,0,-23223409.20,0.00
VERIFIED,1967525,FXForward,,Buy,EUR,USD,1906050.03,-2500000.00,1.16,1.31,27/07/2018,01/07/2022,01/07/2022,1906050.03,-2500000.00,1.31,,,,22,EADSNV,NV_MICRO,CASHFLOWHEDGE,ROYC_GB_LON,BANKS,ROYC_CA_TOR,ROYC_CA_TOR,FIRM,-373030.91,,,,,,,0.00,201807271123,,0,-1906050.03,0.00
VERIFIED,1971436,FXForward,,Buy,EUR,USD,2300207.79,-3000000.00,1.16,1.30,02/08/2018,03/05/2022,03/05/2022,2300207.79,-3000000.00,1.30,,,,22,EADSNV,NV_MICRO,TC2018,BARC_GB_LON,BANKS,,BARC_GB_LON,FIRM,-440018.54,,,,,,,0.00,20180208952,,0,-2300207.79,0.00
VERIFIED,1978951,FXForward,,Buy,EUR,USD,20879248.35,-27000000.00,1.13,1.29,15/08/2018,01/03/2023,01/03/2023,20879248.35,-27000000.00,1.29,,,,23,EADSNV,NV_MICRO,TC2018 - disqualified as of 01.06.2020,BBVA_ES_MAD,BANKS,,BBVA_ES_MAD,FIRM,-3374915.99,,,,,,,0.00,201808151350,,0,-20879248.35,0.00
VERIFIED,1990528,FXForward,,Buy,EUR,USD,3159136.49,-4100000.00,1.16,1.30,05/09/2018,01/07/2022,01/07/2022,3159136.49,-4100000.00,1.30,,,,22,EADSNV,NV_MICRO,CASHFLOWHEDGE,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-574819.49,,,,,,,0.00,201809051009,,0,-3159136.49,0.00
VERIFIED,1983724,FXForward,,Buy,EUR,USD,3168959.65,-4100000.00,1.16,1.29,24/08/2018,02/05/2022,02/05/2022,3168959.65,-4100000.00,1.29,,,,22,EADSNV,NV_MICRO,CASHFLOWHEDGE,CTBA_GB_LON,BANKS,CTBA_AU_SYD,CTBA_AU_SYD,FIRM,-573318.22,,,,,,,0.00,201808241004,,0,-3168959.65,0.00
VERIFIED,2048181,FXForward,,Buy,EUR,USD,18537112.84,-24000000.00,1.13,1.29,09/11/2018,04/01/2023,04/01/2023,18537112.84,-24000000.00,1.29,,,,23,EADSNV,NV_MICRO,TC2018 - A350_Disqualified as of 01.01.2021,CMCI_FR_PAR,BANKS,BFCM_FR_PAR,CMCI_FR_PAR,FIRM,-3096213.75,,,,,,,0.00,201811091029,,0,-18537112.84,0.00
VERIFIED,2037971,FXForward,,Buy,EUR,USD,21041147.13,-27000000.00,1.13,1.28,31/10/2018,01/09/2022,01/09/2022,21041147.13,-27000000.00,1.28,,,,22,EADSNV,NV_MICRO,TC2018,JPMS_GB_LON,BANKS,CHAS_US_NYC,CHAS_US_NYC,FIRM,-3449944.66,,,,,,,0.00,201810311130,,0,-21041147.13,0.00
VERIFIED,2048149,FXForward,,Buy,EUR,USD,1544377.69,-2000000.00,1.13,1.30,09/11/2018,04/01/2023,04/01/2023,1544377.69,-2000000.00,1.30,,,,23,EADSNV,NV_MICRO,TC2018,BARC_GB_LON,BANKS,,BARC_GB_LON,FIRM,-258443.42,,,,,,,0.00,201811090931,,0,-1544377.69,0.00
VERIFIED,2119969,FXForward,,Buy,EUR,USD,1546022.42,-2000000.00,1.13,1.29,13/02/2019,02/01/2024,02/01/2024,1546022.42,-2000000.00,1.29,,,,24,EADSNV,NV_MICRO,TC2019,BBVA_ES_MAD,BANKS,,BBVA_ES_MAD,FIRM,-220026.38,,,,,,,0.00,201902130945,,0,-1546022.42,0.00
VERIFIED,2120025,FXForward,,Buy,EUR,USD,24209860.76,-30000000.00,1.13,1.24,13/02/2019,01/04/2022,01/04/2022,24209860.76,-30000000.00,1.24,,,,22,EADSNV,NV_MICRO,TC2019,ICBC_GB_LON,BANKS,ICBK_CN_BJS,ICBK_CN_BJS,FIRM,-3089417.65,,,,,,,0.00,20190213093933,,0,-24209860.76,0.00
VERIFIED,2133602,FXForward,,Buy,EUR,USD,29900301.89,-37000000.00,1.13,1.24,05/03/2019,01/04/2022,01/04/2022,29900301.89,-37000000.00,1.24,,,,22,EADSNV,NV_MICRO,TC2019,GSIL_GB_LON,BANKS,GSGI_US_NYC,GSIL_GB_LON,FIRM,-3764191.45,,,,,,,0.00,20190305101846,,0,-29900301.89,0.00
VERIFIED,2149369,FXSwap,,Sell,EUR,USD,33345125.86,-42000000.00,1.14,1.26,19/03/2019,01/03/2021,03/01/2023,-34927795.51,42000000.00,1.20,-42000000.00,33345125.86,1.26,23,EADSNV,NV_MICRO,RO due to a/c rescheduling,SOGE_FR_PAR,BANKS,,SOGE_FR_PAR,FIRM,-4411776.50,,,,,,,0.00,201903191556,,0,-33345125.86,0.00
VERIFIED,2170292,FXForward,,Buy,EUR,USD,24207213.75,-30000000.00,1.12,1.24,02/04/2019,01/02/2023,01/02/2023,24207213.75,-30000000.00,1.24,,,,23,EADSNV,NV_MICRO,TC2019,DEUT_DE_FRA,BANKS,,DEUT_DE_FRA,FIRM,-2669555.46,,,,,,,0.00,201904021014,,0,-24207213.75,0.00
VERIFIED,2135214,FXForward,,Buy,EUR,USD,159359.51,-200000.00,1.13,1.26,06/03/2019,01/12/2022,01/12/2022,159359.51,-200000.00,1.26,,,,22,EADSNV,NV_MICRO,CASHFLOWHEDGE,BBVA_ES_MAD,BANKS,,BBVA_ES_MAD,FIRM,-20782.75,,,,,,,0.00,20190306144434,,0,-159359.51,0.00
VERIFIED,2143408,FXForward,,Sell,USD,CAD,-500000.00,651694.25,1.34,1.30,13/03/2019,13/03/2023,13/03/2023,-500000.00,651694.25,1.30,,,,23,EADSNV,NV_MICRO,others,GSIL_GB_LON,BANKS,GSGI_US_NYC,GSIL_GB_LON,FIRM,16274.95,,,,,,,0.00,1360-72602-WP,,0,500000.00,0.00
VERIFIED,2149292,FXSwap,,Sell,EUR,USD,765636.40,-1000000.00,1.13,1.31,19/03/2019,03/10/2022,03/09/2024,-800666.15,1000000.00,1.25,-1000000.00,765636.40,1.31,24,EADSNV,NV_MICRO,RO due to a/c rescheduling,BYLA_DE_MUC,BANKS,,BYLA_DE_MUC,FIRM,-5182.58,,,,,,,0.00,201903191547,,0,35029.75,0.00
VERIFIED,2160865,FXForward,,Buy,EUR,USD,28531833.37,-35000000.00,1.13,1.23,26/03/2019,01/06/2022,01/06/2022,28531833.37,-35000000.00,1.23,,,,22,EADSNV,NV_MICRO,TC2019,BNPA_FR_PAR,BANKS,,BNPA_FR_PAR,FIRM,-3211167.91,,,,,,,0.00,201903261500,,0,-28531833.37,0.00
VERIFIED,2132078,FXForward,,Buy,EUR,USD,19003360.82,-24000000.00,1.13,1.26,04/03/2019,01/02/2023,01/02/2023,19003360.82,-24000000.00,1.26,,,,23,EADSNV,NV_MICRO,TC2019,LBBW_DE_STR,BANKS,,LBBW_DE_STR,FIRM,-2539767.79,,,,,,,0.00,20190304153553,,0,-19003360.82,0.00
VERIFIED,2201158,FXForward,,Buy,EUR,USD,28291973.16,-35000000.00,1.12,1.24,06/05/2019,01/02/2023,01/02/2023,28291973.16,-35000000.00,1.24,,,,23,EADSNV,NV_MICRO,TC2019 - disqualified as of 01.06.2020,BARC_GB_LON,BANKS,,BARC_GB_LON,FIRM,-3058476.84,,,,,,,0.00,201905061822,,0,-28291973.16,0.00
VERIFIED,2190250,FXForward,,Buy,EUR,USD,395926.71,-500000.00,1.12,1.26,24/04/2019,01/12/2023,01/12/2023,395926.71,-500000.00,1.26,,,,23,EADSNV,NV_MICRO,CASHFLOWHEDGE,BARC_GB_LON,BANKS,,BARC_GB_LON,FIRM,-45302.98,,,,,,,0.00,20190424171045,,0,-395926.71,0.00
VERIFIED,2186379,FXForward,,Buy,EUR,USD,27857370.26,-35000000.00,1.13,1.26,17/04/2019,01/02/2023,01/02/2023,27857370.26,-35000000.00,1.26,,,,23,EADSNV,NV_MICRO,TC2019,ABNABK_NL_AMS,BANKS,,ABNABK_NL_AMS,FIRM,-3543102.34,,,,,,,0.00,20190417112213,,0,-27857370.26,0.00
